row,column,original,corrupted,error_type,timestamp
429,_value,1677565722,  1677565722  ,Q1_SPACE,2025-06-07T11:08:31.487513
153,_value,2199003780,2199003780   ,Q1_SPACE,2025-06-07T11:08:31.487535
157,_value,2199003780, 2199003780,Q1_SPACE,2025-06-07T11:08:31.487556
26,_value,2199003780,2199003780   ,Q1_SPACE,2025-06-07T11:08:31.487576
472,_value,7998955842, 7998955842,Q1_SPACE,2025-06-07T11:08:31.487597
428,_value,1677565722, 1677565722,Q1_SPACE,2025-06-07T11:08:31.487619
236,_value,2546161408,2546161408   ,Q1_SPACE,2025-06-07T11:08:31.487640
288,_value,1677565722,1677565722  ,Q1_SPACE,2025-06-07T11:08:31.487663
419,_value,1677565722, 1677565722,Q1_SPACE,2025-06-07T11:08:31.487685
134,_value,2199003780, 2199003780,Q1_SPACE,2025-06-07T11:08:31.487706
443,_value,2199003780,2199003780  ,Q1_SPACE,2025-06-07T11:08:31.487728
471,_value,9189845125,   9189845125   ,Q1_SPACE,2025-06-07T11:08:31.487749
51,_value,2199003780,2199003780 ,Q1_SPACE,2025-06-07T11:08:31.487771
141,_value,2199003780,2199003780   ,Q1_SPACE,2025-06-07T11:08:31.487792
437,_value,2546161408,   2546161408   ,Q1_SPACE,2025-06-07T11:08:31.487813
482,_value,2102665570,   2102665570   ,Q1_SPACE,2025-06-07T11:08:31.487834
244,_value,2546161408,   2546161408   ,Q1_SPACE,2025-06-07T11:08:31.487855
384,_value,2546161408, 2546161408 ,Q1_SPACE,2025-06-07T11:08:31.487876
225,_value,2546161408,   2546161408,Q1_SPACE,2025-06-07T11:08:31.487897
480,_value,7610525274,7610525274 ,Q1_SPACE,2025-06-07T11:08:31.487918
316,_value,1677565722, 1677565722,Q1_SPACE,2025-06-07T11:08:31.487940
92,_value,2199003780,2199003780  ,Q1_SPACE,2025-06-07T11:08:31.487961
243,_value,2546161408,2546161408  ,Q1_SPACE,2025-06-07T11:08:31.487982
1,_value,2546161408,  2546161408  ,Q1_SPACE,2025-06-07T11:08:31.488003
467,_value,7540961831, 7540961831,Q1_SPACE,2025-06-07T11:08:31.488024
258,_value,2546161408,2546161408  ,Q1_SPACE,2025-06-07T11:08:31.488045
44,_value,2199003780,   2199003780   ,Q1_SPACE,2025-06-07T11:08:31.488066
313,_value,1677565722,   1677565722   ,Q1_SPACE,2025-06-07T11:08:31.488087
203,_value,2199003780, 2199003780,Q1_SPACE,2025-06-07T11:08:31.488109
405,_value,1677565722, 1677565722,Q1_SPACE,2025-06-07T11:08:31.488132
358,_value,2546161408,   2546161408   ,Q1_SPACE,2025-06-07T11:08:31.488154
309,_value,1677565722,  1677565722  ,Q1_SPACE,2025-06-07T11:08:31.488176
186,_value,2199003780,   2199003780   ,Q1_SPACE,2025-06-07T11:08:31.488197
74,_value,2199003780,2199003780 ,Q1_SPACE,2025-06-07T11:08:31.488219
112,_value,2546161408, 2546161408 ,Q1_SPACE,2025-06-07T11:08:31.488240
71,_value,2199003780,2199003780 ,Q1_SPACE,2025-06-07T11:08:31.488262
466,_value,3850841289,3850841289 ,Q1_SPACE,2025-06-07T11:08:31.488283
351,_value,2546161408,   2546161408   ,Q1_SPACE,2025-06-07T11:08:31.488304
108,_value,2546161408,2546161408  ,Q1_SPACE,2025-06-07T11:08:31.488325
365,_value,2546161408,2546161408   ,Q1_SPACE,2025-06-07T11:08:31.488346
106,_value,2546161408,   2546161408   ,Q1_SPACE,2025-06-07T11:08:31.488367
257,_value,2546161408, 2546161408 ,Q1_SPACE,2025-06-07T11:08:31.488388
320,_value,1677565722,1677565722   ,Q1_SPACE,2025-06-07T11:08:31.488409
423,child,3DOR100085,3DOR100085 ,Q1_SPACE,2025-06-07T11:08:31.488527
113,child,3DOR100012,3DOR100012 ,Q1_SPACE,2025-06-07T11:08:31.488551
399,child,3DOR100079,3DOR100079  ,Q1_SPACE,2025-06-07T11:08:31.488574
263,child,3DOR100048, 3DOR100048,Q1_SPACE,2025-06-07T11:08:31.488596
371,child,3DOR100072, 3DOR100072 ,Q1_SPACE,2025-06-07T11:08:31.488617
572,child,Printer_5,   Printer_5   ,Q1_SPACE,2025-06-07T11:08:31.488638
369,child,3DOR100072,3DOR100072  ,Q1_SPACE,2025-06-07T11:08:31.488662
19,child,1677565722, 1677565722,Q1_SPACE,2025-06-07T11:08:31.488684
329,child,3DOR100063,3DOR100063 ,Q1_SPACE,2025-06-07T11:08:31.488705
440,child,3DOR100088,3DOR100088  ,Q1_SPACE,2025-06-07T11:08:31.488726
41,child,1677565722,1677565722   ,Q1_SPACE,2025-06-07T11:08:31.488748
417,child,3DOR100082, 3DOR100082,Q1_SPACE,2025-06-07T11:08:31.488768
420,child,3DOR100084,  3DOR100084  ,Q1_SPACE,2025-06-07T11:08:31.488790
466,child,3DOR100093,   3DOR100093   ,Q1_SPACE,2025-06-07T11:08:31.488811
15,child,1677565722,  1677565722,Q1_SPACE,2025-06-07T11:08:31.488832
581,child,Printer_6,  Printer_6  ,Q1_SPACE,2025-06-07T11:08:31.488853
503,child,Printer_1, Printer_1,Q1_SPACE,2025-06-07T11:08:31.488875
529,child,Printer_10,Printer_10  ,Q1_SPACE,2025-06-07T11:08:31.488896
413,child,3DOR100081,  3DOR100081  ,Q1_SPACE,2025-06-07T11:08:31.488917
131,child,3DOR100017,3DOR100017 ,Q1_SPACE,2025-06-07T11:08:31.488938
24,child,1677565722, 1677565722,Q1_SPACE,2025-06-07T11:08:31.488960
596,child,Printer_7,Printer_7   ,Q1_SPACE,2025-06-07T11:08:31.488982
510,child,Printer_1,   Printer_1,Q1_SPACE,2025-06-07T11:08:31.489004
416,child,3DOR100082,   3DOR100082,Q1_SPACE,2025-06-07T11:08:31.489025
295,child,3DOR100055,  3DOR100055,Q1_SPACE,2025-06-07T11:08:31.489046
181,child,3DOR100029,3DOR100029   ,Q1_SPACE,2025-06-07T11:08:31.489067
288,child,3DOR100054,3DOR100054  ,Q1_SPACE,2025-06-07T11:08:31.489088
377,child,3DOR100074,   3DOR100074,Q1_SPACE,2025-06-07T11:08:31.489109
123,child,3DOR100014,  3DOR100014,Q1_SPACE,2025-06-07T11:08:31.489132
434,child,3DOR100087,  3DOR100087,Q1_SPACE,2025-06-07T11:08:31.489175
516,child,Printer_1,  Printer_1,Q1_SPACE,2025-06-07T11:08:31.489196
256,child,3DOR100047,3DOR100047   ,Q1_SPACE,2025-06-07T11:08:31.489217
1,child,1677565722,  1677565722  ,Q1_SPACE,2025-06-07T11:08:31.489238
61,child,1677565722,1677565722 ,Q1_SPACE,2025-06-07T11:08:31.489259
476,child,3DOR100095,  3DOR100095,Q1_SPACE,2025-06-07T11:08:31.489280
133,child,3DOR100017,3DOR100017  ,Q1_SPACE,2025-06-07T11:08:31.489301
30,child,1677565722, 1677565722,Q1_SPACE,2025-06-07T11:08:31.489322
152,child,3DOR100021,3DOR100021   ,Q1_SPACE,2025-06-07T11:08:31.489344
142,child,3DOR10002,3DOR10002  ,Q1_SPACE,2025-06-07T11:08:31.489364
187,child,3DOR100030, 3DOR100030 ,Q1_SPACE,2025-06-07T11:08:31.489385
620,child,Printer_9,   Printer_9   ,Q1_SPACE,2025-06-07T11:08:31.489406
310,child,3DOR100059,3DOR100059 ,Q1_SPACE,2025-06-07T11:08:31.489428
124,child,3DOR100015,3DOR100015 ,Q1_SPACE,2025-06-07T11:08:31.489449
623,child,Printer_9,   Printer_9,Q1_SPACE,2025-06-07T11:08:31.489470
86,child,2546161408,2546161408  ,Q1_SPACE,2025-06-07T11:08:31.489491
206,child,3DOR100035, 3DOR100035 ,Q1_SPACE,2025-06-07T11:08:31.489512
608,child,Printer_8,Printer_8   ,Q1_SPACE,2025-06-07T11:08:31.489533
244,child,3DOR100043,3DOR100043   ,Q1_SPACE,2025-06-07T11:08:31.489554
241,child,3DOR100042,3DOR100042  ,Q1_SPACE,2025-06-07T11:08:31.489575
318,child,3DOR100060, 3DOR100060,Q1_SPACE,2025-06-07T11:08:31.489598
82,child,2199003780, 2199003780,Q1_SPACE,2025-06-07T11:08:31.489620
98,child,3DOR1000100, 3DOR1000100,Q1_SPACE,2025-06-07T11:08:31.489641
366,child,3DOR100071,3DOR100071 ,Q1_SPACE,2025-06-07T11:08:31.489662
59,child,1677565722,   1677565722,Q1_SPACE,2025-06-07T11:08:31.489683
248,child,3DOR100045,   3DOR100045   ,Q1_SPACE,2025-06-07T11:08:31.489705
32,child,1677565722,1677565722   ,Q1_SPACE,2025-06-07T11:08:31.489726
218,child,3DOR100038,3DOR100038 ,Q1_SPACE,2025-06-07T11:08:31.489746
575,child,Printer_5,Printer_5  ,Q1_SPACE,2025-06-07T11:08:31.489767
383,child,3DOR100075,3DOR100075 ,Q1_SPACE,2025-06-07T11:08:31.489788
203,child,3DOR100034,3DOR100034  ,Q1_SPACE,2025-06-07T11:08:31.489809
556,child,Printer_4,Printer_4   ,Q1_SPACE,2025-06-07T11:08:31.489830
116,child,3DOR100013,  3DOR100013,Q1_SPACE,2025-06-07T11:08:31.489851
21,child,1677565722,  1677565722,Q1_SPACE,2025-06-07T11:08:31.489871
235,child,3DOR100041,3DOR100041   ,Q1_SPACE,2025-06-07T11:08:31.489893
445,child,3DOR100089,  3DOR100089  ,Q1_SPACE,2025-06-07T11:08:31.489914
111,child,3DOR100012,  3DOR100012  ,Q1_SPACE,2025-06-07T11:08:31.489936
232,child,3DOR100040,  3DOR100040  ,Q1_SPACE,2025-06-07T11:08:31.489957
62,child,1677565722, 1677565722,Q1_SPACE,2025-06-07T11:08:31.489978
201,child,3DOR100033,   3DOR100033,Q1_SPACE,2025-06-07T11:08:31.489999
348,child,3DOR100068,  3DOR100068,Q1_SPACE,2025-06-07T11:08:31.490021
140,child,3DOR100019,   3DOR100019,Q1_SPACE,2025-06-07T11:08:31.490042
526,child,Printer_10,   Printer_10   ,Q1_SPACE,2025-06-07T11:08:31.490065
439,child,3DOR100088,3DOR100088   ,Q1_SPACE,2025-06-07T11:08:31.490087
138,child,3DOR100019, 3DOR100019 ,Q1_SPACE,2025-06-07T11:08:31.490108
8,child,1677565722,1677565722  ,Q1_SPACE,2025-06-07T11:08:31.490129
530,child,Printer_2, Printer_2 ,Q1_SPACE,2025-06-07T11:08:31.490150
162,child,3DOR100024, 3DOR100024 ,Q1_SPACE,2025-06-07T11:08:31.490171
5,child,1677565722,1677565722 ,Q1_SPACE,2025-06-07T11:08:31.490192
513,child,Printer_1,Printer_1   ,Q1_SPACE,2025-06-07T11:08:31.490213
246,child,3DOR100044,   3DOR100044   ,Q1_SPACE,2025-06-07T11:08:31.490234
340,child,3DOR100066, 3DOR100066 ,Q1_SPACE,2025-06-07T11:08:31.490255
524,child,Printer_10,Printer_10  ,Q1_SPACE,2025-06-07T11:08:31.490276
619,child,Printer_9,   Printer_9   ,Q1_SPACE,2025-06-07T11:08:31.490297
191,child,3DOR100031,  3DOR100031  ,Q1_SPACE,2025-06-07T11:08:31.490317
18,child,1677565722,1677565722 ,Q1_SPACE,2025-06-07T11:08:31.490338
537,child,Printer_2, Printer_2 ,Q1_SPACE,2025-06-07T11:08:31.490359
406,child,3DOR100080,3DOR100080  ,Q1_SPACE,2025-06-07T11:08:31.490380
607,child,Printer_8,   Printer_8   ,Q1_SPACE,2025-06-07T11:08:31.490401
277,child,3DOR100051,  3DOR100051  ,Q1_SPACE,2025-06-07T11:08:31.490445
381,child,3DOR100075,   3DOR100075   ,Q1_SPACE,2025-06-07T11:08:31.490469
122,child,3DOR100014,  3DOR100014  ,Q1_SPACE,2025-06-07T11:08:31.490490
479,child,3DOR100096,3DOR100096 ,Q1_SPACE,2025-06-07T11:08:31.490512
356,child,3DOR10007, 3DOR10007 ,Q1_SPACE,2025-06-07T11:08:31.490533
258,child,3DOR100047,   3DOR100047   ,Q1_SPACE,2025-06-07T11:08:31.490555
303,parent,Printer_7, Printer_7,Q1_SPACE,2025-06-07T11:08:31.490649
232,parent,Printer_10,  Printer_10  ,Q1_SPACE,2025-06-07T11:08:31.490671
253,parent,ORBOX00119,ORBOX00119  ,Q1_SPACE,2025-06-07T11:08:31.490693
474,parent,ORBOX0019, ORBOX0019,Q1_SPACE,2025-06-07T11:08:31.490720
174,parent,3DOR100026, 3DOR100026,Q1_SPACE,2025-06-07T11:08:31.490742
55,parent,Printer_8, Printer_8 ,Q1_SPACE,2025-06-07T11:08:31.490763
466,parent,ORBOX0019,   ORBOX0019,Q1_SPACE,2025-06-07T11:08:31.490784
477,parent,Printer_5,Printer_5   ,Q1_SPACE,2025-06-07T11:08:31.490805
517,parent,ABSM0001, ABSM0001,Q1_SPACE,2025-06-07T11:08:31.490826
343,parent,Printer_6,  Printer_6,Q1_SPACE,2025-06-07T11:08:31.490847
569,parent,2546161408,   2546161408,Q1_SPACE,2025-06-07T11:08:31.490868
223,parent,ORBOX0015, ORBOX0015,Q1_SPACE,2025-06-07T11:08:31.490889
167,parent,3DOR100026,   3DOR100026   ,Q1_SPACE,2025-06-07T11:08:31.490910
434,parent,3DOR100082, 3DOR100082 ,Q1_SPACE,2025-06-07T11:08:31.490932
146,parent,ORBOX0011, ORBOX0011 ,Q1_SPACE,2025-06-07T11:08:31.490953
488,parent,ORBOX0018,ORBOX0018   ,Q1_SPACE,2025-06-07T11:08:31.490974
211,parent,ORBOX00115,   ORBOX00115,Q1_SPACE,2025-06-07T11:08:31.490995
567,parent,3DOR100044,3DOR100044  ,Q1_SPACE,2025-06-07T11:08:31.491016
231,parent,ORBOX0015,ORBOX0015   ,Q1_SPACE,2025-06-07T11:08:31.491037
386,parent,Printer_6,  Printer_6,Q1_SPACE,2025-06-07T11:08:31.491058
85,parent,2546161408,  2546161408  ,Q1_SPACE,2025-06-07T11:08:31.491080
541,parent,ABSM0002,  ABSM0002,Q1_SPACE,2025-06-07T11:08:31.491100
32,parent,Printer_5,  Printer_5,Q1_SPACE,2025-06-07T11:08:31.491122
543,parent,2546161408, 2546161408 ,Q1_SPACE,2025-06-07T11:08:31.491143
527,parent,2546161408,  2546161408  ,Q1_SPACE,2025-06-07T11:08:31.491164
38,parent,Printer_6,   Printer_6   ,Q1_SPACE,2025-06-07T11:08:31.491185
9,parent,Printer_10, Printer_10 ,Q1_SPACE,2025-06-07T11:08:31.491206
450,parent,ORBOX00116,   ORBOX00116   ,Q1_SPACE,2025-06-07T11:08:31.491227
358,parent,Printer_7,   Printer_7   ,Q1_SPACE,2025-06-07T11:08:31.491250
351,parent,Printer_8,  Printer_8  ,Q1_SPACE,2025-06-07T11:08:31.491274
224,parent,Printer_9,Printer_9   ,Q1_SPACE,2025-06-07T11:08:31.491294
10,parent,Printer_2, Printer_2,Q1_SPACE,2025-06-07T11:08:31.491314
504,parent,2546161408,  2546161408,Q1_SPACE,2025-06-07T11:08:31.491335
75,parent,Printer_5,  Printer_5  ,Q1_SPACE,2025-06-07T11:08:31.491355
538,parent,2546161408,  2546161408  ,Q1_SPACE,2025-06-07T11:08:31.491375
475,parent,ORBOX0019,   ORBOX0019   ,Q1_SPACE,2025-06-07T11:08:31.491481
264,parent,ORBOX00119,   ORBOX00119   ,Q1_SPACE,2025-06-07T11:08:31.491575
120,parent,ORBOX0013,   ORBOX0013   ,Q1_SPACE,2025-06-07T11:08:31.491602
234,parent,ORBOX0012,  ORBOX0012  ,Q1_SPACE,2025-06-07T11:08:31.491624
8,parent,Printer_10,  Printer_10,Q1_SPACE,2025-06-07T11:08:31.491645
575,parent,2546161408, 2546161408,Q1_SPACE,2025-06-07T11:08:31.491666
178,parent,Printer_8,  Printer_8,Q1_SPACE,2025-06-07T11:08:31.491687
437,parent,Printer_7,   Printer_7,Q1_SPACE,2025-06-07T11:08:31.491708
99,parent,ORBOX0019,ORBOX0019 ,Q1_SPACE,2025-06-07T11:08:31.491729
404,parent,ORBOX00122, ORBOX00122,Q1_SPACE,2025-06-07T11:08:31.491750
134,parent,ORBOX0013,ORBOX0013 ,Q1_SPACE,2025-06-07T11:08:31.491770
452,parent,Printer_9,  Printer_9  ,Q1_SPACE,2025-06-07T11:08:31.491791
407,parent,Printer_10,   Printer_10   ,Q1_SPACE,2025-06-07T11:08:31.491811
228,parent,Printer_4,   Printer_4,Q1_SPACE,2025-06-07T11:08:31.491832
166,parent,3DOR100026,  3DOR100026  ,Q1_SPACE,2025-06-07T11:08:31.491852
476,parent,Printer_5,   Printer_5,Q1_SPACE,2025-06-07T11:08:31.491871
287,parent,Printer_3,   Printer_3   ,Q1_SPACE,2025-06-07T11:08:31.491892
396,parent,ORBOX00122,ORBOX00122   ,Q1_SPACE,2025-06-07T11:08:31.491912
248,parent,ORBOX0012,ORBOX0012 ,Q1_SPACE,2025-06-07T11:08:31.491933
519,parent,2546161408,  2546161408,Q1_SPACE,2025-06-07T11:08:31.491953
284,parent,ORBOX00117,ORBOX00117  ,Q1_SPACE,2025-06-07T11:08:31.491979
350,parent,Printer_8, Printer_8,Q1_SPACE,2025-06-07T11:08:31.492000
182,parent,2546161408,  2546161408,Q1_SPACE,2025-06-07T11:08:31.492020
520,parent,2546161408,   2546161408   ,Q1_SPACE,2025-06-07T11:08:31.492040
598,parent,3DOR100027,  3DOR100027  ,Q1_SPACE,2025-06-07T11:08:31.492060
561,parent,2546161408,   2546161408,Q1_SPACE,2025-06-07T11:08:31.492080
124,parent,ORBOX0011,   ORBOX0011   ,Q1_SPACE,2025-06-07T11:08:31.492100
547,parent,2546161408, 2546161408 ,Q1_SPACE,2025-06-07T11:08:31.492121
138,parent,ORBOX0013,ORBOX0013   ,Q1_SPACE,2025-06-07T11:08:31.492141
559,parent,2546161408,  2546161408,Q1_SPACE,2025-06-07T11:08:31.492161
457,parent,Printer_10,  Printer_10,Q1_SPACE,2025-06-07T11:08:31.492181
222,parent,ORBOX0015,ORBOX0015  ,Q1_SPACE,2025-06-07T11:08:31.492202
21,parent,Printer_3,Printer_3   ,Q1_SPACE,2025-06-07T11:08:31.492223
563,parent,2546161408, 2546161408,Q1_SPACE,2025-06-07T11:08:31.492243
109,parent,Printer_1,  Printer_1,Q1_SPACE,2025-06-07T11:08:31.492263
595,parent,2546161408,  2546161408  ,Q1_SPACE,2025-06-07T11:08:31.492283
618,parent,2546161408,  2546161408,Q1_SPACE,2025-06-07T11:08:31.492303
405,parent,ORBOX00122,  ORBOX00122,Q1_SPACE,2025-06-07T11:08:31.492324
621,parent,2546161408,   2546161408   ,Q1_SPACE,2025-06-07T11:08:31.492344
438,parent,ORBOX00111, ORBOX00111,Q1_SPACE,2025-06-07T11:08:31.492364
361,parent,ORBOX00121,  ORBOX00121,Q1_SPACE,2025-06-07T11:08:31.492384
198,parent,ORBOX00115,ORBOX00115 ,Q1_SPACE,2025-06-07T11:08:31.492404
122,parent,Printer_4,Printer_4 ,Q1_SPACE,2025-06-07T11:08:31.492425
483,parent,ORBOX0018,   ORBOX0018   ,Q1_SPACE,2025-06-07T11:08:31.492445
87,parent,2546161408, 2546161408 ,Q1_SPACE,2025-06-07T11:08:31.492465
486,parent,Printer_8,  Printer_8  ,Q1_SPACE,2025-06-07T11:08:31.492485
344,parent,ORBOX00120,ORBOX00120 ,Q1_SPACE,2025-06-07T11:08:31.492507
394,parent,Printer_8, Printer_8,Q1_SPACE,2025-06-07T11:08:31.492527
158,parent,ORBOX0017,ORBOX0017   ,Q1_SPACE,2025-06-07T11:08:31.492547
11,parent,Printer_2,Printer_2   ,Q1_SPACE,2025-06-07T11:08:31.492567
506,parent,2546161408,   2546161408   ,Q1_SPACE,2025-06-07T11:08:31.492588
206,parent,ORBOX00115, ORBOX00115,Q1_SPACE,2025-06-07T11:08:31.492608
243,parent,ORBOX0012,   ORBOX0012   ,Q1_SPACE,2025-06-07T11:08:31.492628
523,parent,2546161408, 2546161408 ,Q1_SPACE,2025-06-07T11:08:31.492648
42,parent,Printer_6,Printer_6  ,Q1_SPACE,2025-06-07T11:08:31.492668
128,parent,Printer_6,Printer_6  ,Q1_SPACE,2025-06-07T11:08:31.492689
79,parent,Printer_7,   Printer_7   ,Q1_SPACE,2025-06-07T11:08:31.492709
58,parent,Printer_8,  Printer_8  ,Q1_SPACE,2025-06-07T11:08:31.492729
462,parent,ORBOX0019,  ORBOX0019,Q1_SPACE,2025-06-07T11:08:31.492749
